"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle"
92,607732,"Stallings, Jacob",92,100,0.364,0.212,0.344,0.576,0.406,0.349,0.305,12,33,87.4,20.1,1731,61,59.41,2,50,42,-1.6000000000000014,5.21,118,152,128,150,309,320,295,"-2.877","2.877","68.9","6.9",36,33,7,4,0,1,1,2.8,0,0,6.29391,0.9862,0.7862,0.09033,"92.2",183,36.36363636363637,6.0606060606060606,5.555555555555555,6.21,-2.58,0.22,2.95,0.389,2,"3.127173913",0.336,0.482,"-3.127173913",0.059,0.05299999999999999,0.094,0.057,4,"26.5"
91,592662,"Ray, Robbie",91,100,0.308,0.077,0.364,0.385,0.388,0.341,0.192,4,13,83.2,9.7,2250,89.4,89.28,10,44,47,-0.10000000000000853,6.26,108,144,112,142,287,310,287,"-0.929","0.929",,,19,11,3,1,0,0,3,15.8,5,26.3,1.81791,1.05659,0.44923,-0.13692,"91.3",137,45.45454545454545,0,0,6.13,2.64,-0.38,2.58,0.474,0,"1.020879121",0.416,0.27,"-1.020879121",0.116,0.057999999999999996,0.115,0.047,22.7,"46.5"
90,657093,"Watkins, Spenser",90,100,0.368,0.474,0.385,0.842,0.519,0.393,0.287,7,19,92.6,16.7,2172,86.3,86.65,8,44,46,0.29999999999999716,6.43,116,148,118,149,299,331,298,"-4.194","4.194","70.8","7.4",21,15,2,3,0,2,4,19,2,9.5,2.45989,0.63644,0.00787,0.02494,"91.4",173,46.666666666666664,20,14.285714285714285,6.05,-1.7,0.11,2.27,0.429,3,"4.66",0.355,0.581,"-4.66",0.081,0.07400000000000001,0.261,0.126,18.2,"50.8"
90,622088,"Antone, Tejay",90,100,0.158,0.053,0.25,0.211,0.21,0.254,0.189,3,19,84.1,0.1,2593,86.1,86.39,9,37,53,0.30000000000001137,6.47,116,148,123,151,291,324,298,"1.936","-1.936","69.2","7.5",21,12,2,1,0,0,7,33.3,2,9.5,3.23867,-0.10556,-0.22544,0.38967,"91.3",118,33.33333333333333,8.333333333333332,4.761904761904762,5.67,-2.59,0.21,2.26,0.238,1,"-2.151111111",0.27,0.293,"2.151111111",-0.031,-0.03200000000000003,-0.082,-0.044,24.3,"29.4"
89,669724,"Hanifee, Brenan",89,100,0.348,0.174,0.368,0.522,0.371,0.349,0.31,8,23,90.5,4.9,1920,90.6,90.41,4,42,47,-0.19999999999998863,6.19,116,150,124,148,301,327,288,"-1.375","1.375","71.3","7.2",23,20,6,1,0,1,3,13,0,0,2.43157,0.37425,0.74483,0.26191,"94.0",124,50,5,4.3478260869565215,5.73,-2.78,-0.2,2.07,0.348,1,"1.54494382",0.31,0.513,"-1.54494382",0.038,0.03799999999999998,0.009,0.022,9.5,"35.0"
89,641149,"Parsons, Wes",89,100,0.455,0.318,0.471,0.773,0.548,0.403,0.328,10,22,89.5,13.6,2356,89.4,89.73,7,38,51,0.29999999999999716,6.69,110,150,119,148,285,314,285,"-4.816","4.816","73.0","7.5",26,19,7,1,0,2,3,11.5,3,11.5,2.60124,0.29989,0.41876,0.04348,"92.4",168,36.84210526315789,5.263157894736842,3.8461538461538463,5.67,-1.66,0.38,1.8,0.538,1,"5.411235955",0.431,0.484,"-5.411235955",0.127,0.10700000000000004,0.289,0.145,18.4,"37.1"
89,571710,"Givens, Mychal",89,100,0.286,0.071,0.308,0.357,0.386,0.472,0.425,4,14,91.2,10.1,2372,88,87.5,6,42,47,-0.5,5.93,111,149,117,147,298,322,289,"-1.048","1.048",,,21,13,3,1,0,0,2,9.5,5,23.8,2.26236,0.70404,0.48169,0.17382,"92.0",142,46.15384615384615,0,0,4.69,-2.49,0.13,2.3,0.476,0,"1.17752809",0.572,0.482,"-1.17752809",-0.139,-0.09599999999999997,-0.125,-0.086,14.3,"6.8"
87,677076,"Andrews, Clayton",87,100,0.5,0.6,0.538,1.1,0.665,0.492,0.363,10,20,97.6,8.4,2188,88.9,88.09,7,37,50,-0.8000000000000114,5.74,110,151,119,147,298,317,295,"-5.76","5.76","69.8","7.4",22,16,5,1,1,3,4,18.2,2,9.1,2.24253,0.69612,0.78345,-0.63264,"94.7",166,68.75,25,18.181818181818183,5.11,2.67,0.31,1.99,0.545,4,"6.620689655",0.421,0.777,"-6.620689655",0.137,0.12400000000000005,0.323,0.173,18.9,"33.2"
87,521230,"Hendriks, Liam",87,100,0.222,0.222,0.2,0.444,0.285,0.307,0.262,4,18,88.8,11.6,2294,92.2,93.84,13,41,46,1.5999999999999943,7.13,112,147,110,144,297,311,295,"0.532","-0.532",,,20,16,2,1,0,1,3,15,1,5,1.65667,1.0277,0.21805,-0.02563,"92.3",154,43.75,6.25,5,6.01,-1.72,0.43,2.04,0.25,1,"-0.611494253",0.285,0.452,"0.611494253",-0.04,-0.034999999999999976,-0.008,-0.022,31.7,"50.2"
86,686842,"Moore, McKinley",86,100,0.357,0.429,0.364,0.786,0.55,0.375,0.197,5,14,90.5,13.3,2387,92.2,92.94,8,31,55,0.7000000000000028,6.68,109,144,114,144,290,316,283,"-3.628","3.628",,,21,12,1,3,0,1,2,9.5,5,23.8,2.01058,0.70233,-0.06326,-0.34023,"90.6",174,41.66666666666667,0,0,6.34,-1.43,-0.14,2.57,0.571,0,"4.218604651",0.465,0.297,"-4.218604651",0.16,0.10599999999999993,0.489,0.175,25.8,"43.3"
85,674681,"Plassmeyer, Michael",85,100,0.4,0.5,0.385,0.9,0.564,0.525,0.363,8,20,89.3,21.9,2221,85.6,85,12,47,38,-0.5999999999999943,6.27,108,147,118,147,292,333,298,"-5.763","5.763","71.7","7.2",23,16,4,1,0,3,4,17.4,0,0,2.21294,0.98286,0.64047,-0.41553,"91.7",178,43.75,31.25,21.73913043478261,5.24,2.44,0.21,2.5,0.478,5,"6.78",0.446,0.826,"-6.78",0.037,0.03199999999999997,0.074,0.039,25.5,"24.2"
84,642121,"Sulser, Cole",84,100,0.25,0.35,0.214,0.6,0.396,0.417,0.298,5,20,90.3,21.4,2074,87.7,88.39,14,38,46,0.7000000000000028,6.81,111,150,121,151,298,322,291,"-1.122","1.122","70.9","7.7",23,16,2,1,0,2,4,17.4,3,13,2.02726,0.9675,0.70321,-0.42202,"93.6",194,50,12.5,8.695652173913043,5.64,-1.76,-0.15,2.19,0.348,2,"1.335714286",0.389,0.605,"-1.335714286",-0.048,-0.041000000000000036,-0.005,-0.021,36.8,"44.0"
83,678226,"Hernández, Daysbel",83,100,0.353,0.176,0.5,0.529,0.425,0.361,0.284,6,17,92.6,22.5,2524,92.1,92.2,15,44,39,0.10000000000000853,6.25,108,147,120,149,298,324,311,"-2.442","2.442","68.8","7.3",20,11,5,0,0,1,6,30,3,15,1.91639,0.7741,0.20518,-0.06036,"91.1",183,63.63636363636363,0,0,5.89,-1.14,0.41,2.05,0.45,0,"2.942168675",0.392,0.421,"-2.942168675",0.069,0.057999999999999996,0.108,0.064,34.1,"43.3"
83,621199,"Bowman, Matt",83,100,0.353,0.235,0.357,0.588,0.393,0.368,0.32,6,17,89.3,5.1,2240,88.6,89.25,4,32,51,0.7000000000000028,6.7,108,150,120,151,291,322,295,"-1.069","1.069","70.5","7.1",19,15,4,1,0,1,3,15.8,1,5.3,2.51807,0.42422,0.24133,0.18518,"92.1",174,26.666666666666668,6.666666666666667,5.263157894736842,5.69,-1.32,0.35,2.23,0.368,1,"1.287951807",0.342,0.544,"-1.287951807",0.033,0.025999999999999968,0.044,0.025,12.5,"35.0"
83,592473,"Kolarek, Adam",83,100,0.105,0,0.167,0.105,0.152,0.203,0.156,2,19,78.3,-5.4,2243,85.9,86.33,9,36,47,0.3999999999999915,6.64,119,149,119,151,293,323,299,"2.665","-2.665","63.5","6.7",22,13,2,0,0,0,7,31.8,1,4.5,2.97747,0.15289,0.54301,0.27506,"90.8",119,15.384615384615385,0,0,3.42,3.57,0.14,2.23,0.19,0,"-3.210843373",0.236,0.196,"3.210843373",-0.051,-0.045999999999999985,-0.091,-0.051,25,"-17.2"
81,663321,"Hernandez, Nick",81,100,0.25,0.25,0.333,0.5,0.445,0.367,0.157,3,12,89.3,26.4,2470,84.1,84.78,10,39,42,0.7000000000000028,6.66,107,151,114,150,294,320,297,"-1.658","1.658","69.8","7.5",18,7,2,0,0,1,5,27.8,4,22.2,2.53741,0.69407,-0.2,-0.05259,"89.5",156,28.57142857142857,14.285714285714285,5.555555555555555,5.85,-2.15,0.42,2.3,0.5,1,"2.04691358",0.438,0.311,"-2.04691358",0.093,0.062,0.189,0.078,25.6,"51.9"
81,672841,"Vargas, Carlos",81,100,0.294,0.353,0.375,0.647,0.462,0.46,0.289,5,17,95.4,4.5,2253,96.4,97.52,11,33,48,1.0999999999999943,6.9,105,146,121,143,299,322,285,"-2.296","2.296",,,22,10,3,0,0,2,7,31.8,4,18.2,1.87432,0.58691,0.47228,0.17127,"93.4",136,70,20,9.090909090909092,5.76,-1.73,-0.14,2.13,0.455,2,"2.834567901",0.45,0.647,"-2.834567901",0.005,0.0050000000000000044,0,0.002,33.3,"38.6"
80,607216,"Krehbiel, Joey",80,100,0.118,0.235,0.091,0.353,0.244,0.275,0.165,2,17,84.5,25.8,2174,90.6,90.27,7,29,51,-0.29999999999999716,6.07,110,150,118,149,292,321,296,"1.21","-1.21","70.8","7.2",19,12,0,1,0,1,5,26.3,2,10.5,1.96925,0.82088,0.532,0.14125,"90.2",185,25,16.666666666666664,10.526315789473683,5.61,-0.9,0.46,2.07,0.211,2,"-1.5125",0.253,0.379,"1.5125",-0.047,-0.04200000000000001,-0.026,-0.031,24.1,"29.7"
80,571912,"Maile, Luke",80,100,0.5,0.625,0.381,1.125,0.646,0.601,0.479,12,24,93.5,26.3,1791,66.3,65.4,6,44,36,-0.8999999999999915,5.46,117,150,129,149,300,320,296,"-6.827","6.827","69.3","7.3",25,25,5,3,0,4,0,0,0,0,3.64562,1.57538,0.31949,0.0359,"94.0",235,48,20,20,6.33,-1.82,-0.03,2.83,0.48,5,"8.53375",0.461,1.017,"-8.53375",0.021,0.01899999999999996,0.108,0.045,13.6,"42.9"
80,675921,"Howard, Spencer",80,100,0.286,0.214,0.273,0.5,0.415,0.343,0.18,4,14,87.7,17.3,2156,89.2,89.4,11,30,50,0.20000000000000284,6.61,114,147,119,145,302,332,301,"-1.445","1.445","70.9","7.5",18,12,3,0,0,1,2,11.1,3,16.7,2.28163,0.63687,0.16512,-0.06337,"91.0",150,33.33333333333333,8.333333333333332,5.555555555555555,5.97,-2.15,0.35,2.18,0.444,1,"1.80625",0.363,0.393,"-1.80625",0.106,0.08100000000000002,0.107,0.072,36.7,"44.5"
79,663978,"Paddack, Chris",79,100,0.286,0.19,0.417,0.476,0.34,0.297,0.249,6,21,85.5,10.6,2130,88.8,89.53,13,39,40,0.7000000000000028,6.77,109,150,123,148,304,330,295,"0.358","-0.358","69.0","7.1",22,13,4,1,0,1,8,36.4,1,4.5,2.29861,0.6343,0.75654,0.31756,"90.5",145,38.46153846153847,7.6923076923076925,4.545454545454546,6.18,-2.62,0.06,2.62,0.318,1,"-0.453164557",0.283,0.405,"0.453164557",0.037,0.03500000000000003,0.071,0.043,33.3,"44.9"
76,571616,"Dermody, Matt",76,100,0.267,0.4,0.167,0.667,0.423,0.456,0.34,4,15,88.3,7.4,2230,87.9,88.05,6,37,39,0.19999999999998863,6.31,102,149,117,149,291,319,282,"-3.308","3.308",,,17,14,2,0,0,2,1,5.9,1,5.9,2.16368,0.81,0.40763,0.04711,"91.2",144,35.714285714285715,14.285714285714285,11.76470588235294,5.86,1.27,-0.09,2.5,0.353,2,"4.352631579",0.417,0.667,"-4.352631579",-0.073,-0.064,0,-0.033,16.2,"38.7"
75,641420,"Burdi, Zack",75,100,0.353,0.235,0.462,0.588,0.405,0.359,0.269,6,17,95.2,11.8,2575,88.8,89.04,14,34,41,0.20000000000000284,6.4,104,148,122,146,297,321,300,"-2.302","2.302",,,20,13,3,2,1,0,5,25,2,10,2.3636,0.53747,-0.0312,-0.1304,"94.1",179,69.23076923076923,7.6923076923076925,5,5.69,-2.57,0.14,2.18,0.4,1,"3.069333333",0.367,0.422,"-3.069333333",0.084,0.03300000000000003,0.166,0.046,41.2,"37.1"
75,680232,"Wolf, Jackson",75,100,0.286,0.048,0.3,0.333,0.289,0.391,0.355,6,21,90.4,3.8,2091,83.1,85.16,2,35,40,2.1000000000000085,7.57,105,152,117,149,299,335,290,"0.766","-0.766","72.6","7.5",22,20,5,1,0,0,1,4.5,1,4.5,2.58813,0.7584,0.4768,-0.43627,"93.4",153,35,5,4.545454545454546,4.99,2.91,0.06,2.16,0.318,1,"-1.021333333",0.384,0.523,"1.021333333",-0.069,-0.066,-0.19,-0.102,5.7,"24.6"
75,592346,"González, Chi Chi",75,100,0.389,0.278,0.429,0.667,0.459,0.373,0.329,7,18,95.7,6.3,2268,89.6,89.11,5,36,39,-0.5,5.98,111,150,123,151,300,317,297,"-1.984","1.984","69.4","6.8",19,15,4,2,0,1,3,15.8,1,5.3,2.2516,0.60147,0.39257,-0.18203,"93.4",149,60,13.333333333333334,10.526315789473683,6.01,-2.1,-0.21,2.34,0.421,2,"2.645333333",0.364,0.501,"-2.645333333",0.06,0.056999999999999995,0.166,0.086,13.9,"38.8"
72,681807,"Fry, David",72,100,0.4,0.4,0.318,0.8,0.51,0.554,0.389,10,25,91.1,25.9,1508,56,54.03,1,39,33,-1.8999999999999986,4.24,118,151,129,150,297,329,295,"-3.935","3.935","73.1","7.2",26,25,6,1,0,3,0,0,1,3.8,5.82042,1.47542,0.04486,-0.02903,"93.5",206,44,20,19.230769230769234,7.13,-1.59,0.08,2.48,0.423,5,"5.465277778",0.413,0.936,"-5.465277778",0.011,0.010000000000000009,-0.136,-0.044,2.6,"49.6"
69,641447,"Castano, Daniel",69,100,0.412,0.471,0.455,0.882,0.56,0.377,0.235,7,17,90.1,-0.8,2307,86.4,86.36,5,26,43,0,6.26,106,150,118,148,295,310,287,"-4.783","4.783","71.4","7.3",20,13,4,0,1,2,4,20,3,15,2.50072,0.56493,0.22087,-0.19652,"92.9",147,46.15384615384615,15.384615384615385,10,6.08,2.5,-0.24,2.25,0.5,2,"6.931884058",0.35,0.541,"-6.931884058",0.177,0.15000000000000002,0.341,0.183,19.2,"44.7"
69,656793,"Nelson, Nick",69,100,0.111,0.167,0.071,0.278,0.214,0.338,0.258,2,18,82.7,6.5,1963,90.4,89.94,9,38,31,-0.5,6.29,115,145,125,148,291,331,297,"0.247","-0.247","71.9","7.4",20,15,1,0,0,1,3,15,2,10,1.9658,0.86551,1.04232,0.11217,"91.0",128,26.666666666666668,6.666666666666667,5,5.52,-2.6,-0.32,2.04,0.2,1,"-0.357971014",0.332,0.437,"0.357971014",-0.147,-0.132,-0.159,-0.124,23.7,"46.0"
68,676050,"Naughton, Packy",68,100,0.125,0.063,0.182,0.188,0.166,0.264,0.21,2,16,91.1,0.8,1994,90.6,90.33,8,29,39,-0.29999999999999716,6.08,116,149,125,150,301,316,309,"2.442","-2.442",,,17,11,1,1,0,0,5,29.4,1,5.9,1.96985,0.81412,0.72164,-0.38851,"91.8",120,45.45454545454545,9.090909090909092,5.88235294117647,5.63,2.38,-0.26,2.15,0.176,1,"-3.591176471",0.256,0.351,"3.591176471",-0.085,-0.08000000000000002,-0.163,-0.098,27.6,"42.5"
68,669391,"White, Owen",68,100,0.313,0.375,0.3,0.688,0.447,0.329,0.238,5,16,81,11.6,2352,88.8,88.94,7,35,33,0.10000000000000853,6.31,112,151,120,145,300,339,302,"-3.477","3.477","72.4","7.1",19,13,3,0,0,2,4,21.1,2,10.5,2.32029,0.59582,-0.11765,-0.18735,"90.4",117,23.076923076923077,15.384615384615385,10.526315789473683,6.18,-1.1,0.3,2.53,0.389,2,"5.113235294",0.323,0.438,"-5.113235294",0.075,0.066,0.25,0.118,20,"48.2"
66,682989,"Mederos, Victor",66,100,0.417,0,0.5,0.417,0.425,0.334,0.221,5,12,82.6,-4.5,2323,92.5,92.93,4,23,43,0.4000000000000057,6.58,109,146,118,146,303,329,302,"-1.449","1.449","77.3","7.4",17,10,5,0,0,0,3,17.6,3,17.6,2.37303,0.3397,0.77076,0.30379,"91.1",158,30,0,0,5.61,-2.01,0.09,1.92,0.529,0,"2.195454545",0.412,0.245,"-2.195454545",0.196,0.11700000000000005,0.172,0.091,17.4,"34.1"
66,664129,"Hartlieb, Geoff",66,100,0.154,0.231,0.111,0.385,0.311,0.322,0.16,2,13,92.3,25.7,2399,92.3,92.65,6,30,36,0.29999999999999716,6.53,111,149,126,148,302,316,295,"0.236","-0.236","69.1","6.9",16,10,1,0,0,1,3,18.8,3,18.8,1.96273,0.74182,0.67742,0.05318,"91.2",160,30,10,6.25,5.68,-2.79,0.23,2.28,0.313,1,"-0.357575758",0.317,0.423,"0.357575758",-0.006,-0.0040000000000000036,-0.038,-0.011,20,"30.9"
65,607188,"Faria, Jake",65,100,0.444,0.222,0.571,0.667,0.5,0.347,0.219,4,9,93.9,31.7,2252,91.6,91.51,9,22,43,-0.09999999999999432,6.25,116,149,122,148,292,326,297,"-2.918","2.918","71.6","7.2",14,7,3,0,1,0,3,21.4,4,28.6,1.55677,1.17077,0.13369,-0.11062,"92.5",229,57.14285714285714,0,0,6.36,-1.67,-0.23,2.7,0.571,0,"4.489230769",0.428,0.317,"-4.489230769",0.225,0.14299999999999996,0.35,0.153,40.9,"57.6"
65,666208,"Speas, Alex",65,100,0.286,0,0.667,0.286,0.414,0.409,0.253,2,7,84,23.7,2646,92.3,92.42,6,20,45,0.10000000000000853,6.35,108,147,117,146,299,330,300,"-1.26","1.26","71.8","7.7",11,3,2,0,0,0,4,36.4,4,36.4,2.43015,0.25092,-0.17875,-0.14688,"90.4",102,33.33333333333333,0,0,6.02,-1.62,0.12,2.21,0.545,0,"1.938461538",0.525,0.306,"-1.938461538",0.033,0.020000000000000018,-0.02,0.005,30,"37.3"
65,686972,"Waites, Cole",65,100,0.462,0.077,0.545,0.538,0.47,0.403,0.333,6,13,87.6,0.9,2300,92,93.24,6,31,34,1.2000000000000028,7.07,103,146,119,143,297,326,304,"-2.744","2.744",,,15,11,5,1,0,0,2,13.3,2,13.3,1.74308,0.98692,0.22125,-0.03844,"90.9",164,45.45454545454545,9.090909090909092,6.666666666666667,5.29,-1.8,0.03,2.26,0.533,1,"4.221538462",0.422,0.5,"-4.221538462",0.129,0.11100000000000004,0.038,0.067,19.4,"39.3"
64,668834,"McGee, Easton",64,100,0.048,0.048,0.053,0.095,0.088,0.271,0.228,1,21,87.1,10.8,2163,85.4,85.83,7,35,29,0.3999999999999915,6.72,114,148,119,148,291,318,302,"4.344","-4.344",,,22,19,0,1,0,0,2,9.1,1,4.5,2.73906,0.44984,0.4,-0.06938,"92.0",134,31.57894736842105,5.263157894736842,4.545454545454546,5.56,-2.3,0.28,2.47,0.091,1,"-6.7875",0.264,0.363,"6.7875",-0.18,-0.17300000000000001,-0.268,-0.183,20,"26.7"
64,543339,"Hudson, Daniel",64,100,0.182,0.091,0.333,0.273,0.301,0.233,0.091,2,11,85.8,4,2496,91.7,92.19,11,31,33,0.5,6.53,112,150,120,151,301,319,295,"0.115","-0.115",,,14,6,1,1,0,0,5,35.7,3,21.4,1.88953,0.84222,0.38778,-0.03921,"90.7",182,0,0,0,5.63,-2.92,0.58,1.86,0.357,0,"-0.1796875",0.286,0.16,"0.1796875",0.091,0.07100000000000001,0.113,0.068,35.5,"30.7"
62,605441,"Ríos, Yacksel",62,100,0.375,0.375,0.4,0.75,0.558,0.44,0.204,3,8,89.2,24.5,2235,93.3,93.89,7,21,41,0.6000000000000085,6.52,104,131,105,134,291,321,283,"-3.313","3.313",,,13,6,2,0,0,1,2,15.4,5,38.5,1.65758,0.97194,0.25952,0.10403,"90.5",148,33.33333333333333,16.666666666666664,7.6923076923076925,5.52,-1.46,0,2.27,0.615,1,"5.343548387",0.51,0.48,"-5.343548387",0.171,0.10499999999999998,0.27,0.118,33.3,"44.3"
62,543594,"Nolin, Sean",62,100,0.438,0.563,0.417,1,0.603,0.518,0.376,7,16,98.1,19.1,2099,83.9,84.06,7,33,29,0.19999999999998863,6.41,109,153,126,150,316,332,300,"-4.436","4.436",,,18,14,3,1,1,2,2,11.1,2,11.1,2.73113,0.55532,0.10581,-0.30097,"95.3",192,64.28571428571429,28.57142857142857,22.22222222222222,5.82,1.41,0.03,2.3,0.5,4,"7.15483871",0.446,0.814,"-7.15483871",0.062,0.05399999999999999,0.186,0.085,21.2,"39.6"
62,517008,"Colomé, Alex",62,100,0.167,0.333,0.111,0.5,0.356,0.401,0.265,2,12,80.9,-10.1,2235,91.7,91.45,9,33,29,-0.29999999999999716,6.22,110,149,114,146,294,319,293,"-1.607","1.607",,,15,10,0,1,0,1,2,13.3,3,20,1.60403,1.11677,0.06117,0.0055,"92.3",100,40,10,6.666666666666667,6.45,-1.22,0.13,2.06,0.333,1,"2.591935484",0.412,0.522,"-2.591935484",-0.098,-0.07899999999999996,-0.022,-0.045,27.3,"55.4"
60,689147,"Kerkering, Orion",60,100,0.25,0.083,0.5,0.333,0.314,0.249,0.187,3,12,88.2,-7.2,2878,87.8,87.15,9,22,38,-0.7000000000000028,6.1,106,145,119,148,292,325,289,"0.242","-0.242","70.1","7.4",14,6,2,1,0,0,6,42.9,2,14.3,2.98783,0.01271,-1.16317,-0.08317,"91.3",84,33.33333333333333,0,0,5.62,-1.49,0.28,2.13,0.357,0,"-0.403333333",0.303,0.22,"0.403333333",0.063,0.05399999999999999,0.113,0.065,40.9,"29.9"
59,623381,"Pannone, Thomas",59,100,0.385,0.077,0.556,0.462,0.391,0.332,0.31,5,13,89.7,18,2301,86,86.77,7,24,35,0.7999999999999972,6.62,102,150,116,145,300,325,287,"-0.741","0.741",,,14,9,4,1,0,0,4,28.6,1,7.1,2.38814,0.71508,-0.18373,0.03559,"91.7",176,44.44444444444444,0,0,5.39,2.11,-0.19,1.99,0.429,0,"1.255932203",0.359,0.39,"-1.255932203",0.075,0.07,0.072,0.059,29.2,"36.9"
59,663574,"Santillan, Tony",59,100,0.308,0.154,0.333,0.462,0.414,0.488,0.403,4,13,88.5,16.5,2065,89.7,89.34,3,18,41,-0.4000000000000057,6.07,112,149,118,148,288,317,287,"-1.591","1.591","71.0","7.1",17,12,2,2,0,0,1,5.9,4,23.5,2.62305,0.24559,-0.19814,-0.23407,"92.7",203,33.33333333333333,8.333333333333332,5.88235294117647,5.34,-2.41,0.11,2.26,0.471,1,"2.696610169",0.543,0.587,"-2.696610169",-0.095,-0.07200000000000006,-0.125,-0.074,16.7,"26.8"
58,595897,"Burdi, Nick",58,100,0.273,0.273,0.375,0.545,0.386,0.269,0.169,3,11,90.3,19.4,2603,94.9,94.37,12,33,25,-0.5,6.14,109,148,115,150,289,322,280,"-1.215","1.215",,,15,8,1,1,1,0,4,26.7,3,20,1.54914,1.01931,0.29103,0.02483,"92.2",225,25,0,0,5.98,-2.49,0.07,2.53,0.4,0,"2.094827586",0.326,0.238,"-2.094827586",0.104,0.07400000000000001,0.307,0.117,36.4,"31.7"
58,681517,"Leahy, Kyle",58,100,0.444,0.667,0.5,1.111,0.66,0.553,0.316,4,9,92.8,9.9,2404,90.5,91.88,6,19,39,1.5,7.08,106,151,125,147,300,315,294,"-4.105","4.105","72.7","7.4",15,7,1,1,1,1,2,13.3,5,33.3,2.21914,0.59172,-0.07828,-0.15552,"93.4",195,57.14285714285714,28.57142857142857,13.333333333333334,5.79,-1.32,-0.06,2.32,0.667,2,"7.077586207",0.589,0.779,"-7.077586207",0.128,0.07800000000000007,0.332,0.107,31.6,"45.5"
57,673858,"Wong, Jake",57,100,0.5,0.083,0.5,0.583,0.516,0.408,0.352,6,12,94.7,8.2,1941,87.2,88.05,2,23,34,0.7999999999999972,6.69,101,145,124,149,310,322,294,"-2.243","2.243",,,15,12,5,1,0,0,0,0,3,20,2.70333,0.33474,-0.07228,-0.10421,"92.6",130,33.33333333333333,8.333333333333332,6.666666666666667,6.13,-1.05,0.26,2.27,0.6,1,"3.935087719",0.482,0.429,"-3.935087719",0.148,0.118,0.154,0.108,8.7,"51.5"
56,680742,"Bowlan, Jonathan",56,100,0.357,0.214,0.4,0.571,0.395,0.352,0.309,5,14,83.7,16.9,2230,90.4,90.61,10,33,23,0.19999999999998863,6.52,112,149,122,149,295,326,286,"-0.281","0.281","71.1","7.4",14,11,4,0,0,1,3,21.4,0,0,2.05018,0.78836,0.30821,-0.1175,"91.5",177,18.181818181818183,9.090909090909092,7.142857142857142,5.97,-2.72,0.02,2.19,0.357,1,"0.501785714",0.309,0.515,"-0.501785714",0.048,0.04799999999999999,0.056,0.043,30.3,"43.5"
55,685107,"Veneziano, Anthony",55,100,0.2,0.3,0.222,0.5,0.35,0.387,0.273,2,10,88.9,19.4,1965,90.3,90.22,5,26,29,-0.09999999999999432,6.39,116,152,122,148,294,330,276,"-0.777","0.777","71.5","7.7",12,9,0,1,1,0,1,8.3,2,16.7,1.96745,0.86564,0.69782,-0.72545,"92.2",162,55.55555555555556,22.22222222222222,16.666666666666664,5.96,1.91,0.05,2.52,0.333,2,"1.412727273",0.394,0.52,"-1.412727273",-0.073,-0.061,-0.02,-0.037,19.2,"38.5"
55,669111,"McMillon, John",55,100,0.077,0.231,0,0.308,0.154,0.204,0.126,1,13,97.7,35.8,2276,91.9,92.63,14,25,30,0.6999999999999886,6.66,116,152,128,149,289,320,288,"0.635","-0.635","67.1","7.9",13,5,0,0,0,1,8,61.5,0,0,2.12036,0.64038,0.22109,-0.02327,"92.9",186,80,20,7.6923076923076925,5.83,-1.32,0.27,2.01,0.077,1,"-1.154545455",0.126,0.373,"1.154545455",-0.049,-0.049,-0.065,-0.05,56,"45.4"
54,657697,"Nittoli, Vinny",54,100,0.286,0.071,0.364,0.357,0.308,0.254,0.183,4,14,91.3,25.1,2628,88.4,89.88,5,24,30,1.5,7.11,118,149,120,150,298,327,295,"0.639","-0.639","68.5","7.0",15,11,3,1,0,0,3,20,0,0,2.26852,0.65611,-0.05833,-0.14611,"92.5",180,45.45454545454545,9.090909090909092,6.666666666666667,5.02,-2.81,0.13,2.24,0.333,1,"-1.183333333",0.238,0.338,"1.183333333",0.103,0.09500000000000003,0.019,0.054,20.8,"22.8"
52,608348,"Kelly, Carson",52,100,0.529,0.176,0.533,0.706,0.542,0.469,0.4,9,17,88.4,15.3,1336,59.2,57.69,1,28,24,-1.5,4.76,116,150,126,148,302,322,298,"-3.153","3.153","68.7","6.8",18,16,8,0,0,1,1,5.6,1,5.6,5.38192,1.49538,0.51288,0.18442,"92.4",164,56.25,6.25,5.555555555555555,7.18,-1.9,0.02,2.94,0.556,1,"6.063461538",0.433,0.682,"-6.063461538",0.129,0.12300000000000005,0.024,0.073,3.6,"52.7"
